Date,Close,Volume,Open,High,Low,Asset_Name,MA_7,MA_30,Daily_Return,Volatility_7,Day,Month,Year,DayOfWeek,Quarter,Close_lag1,Close_lag2,Close_lag7,EMA_7,Price_Range,Open_Close_Diff,Rolling_STD_7
2020-04-28,51.2747,228329286,53.0427,53.6667,50.446,Tesla,49.17947142857143,38.993273333333335,-0.0370948356807511,0.0638455041075399,28,4,2020,1,2,53.25,48.3434,50.2594,49.43410619293374,3.220700000000001,1.7680000000000007,2.5247545482774147
2020-04-29,53.3674,243239578,52.678,53.5467,52.2107,Tesla,49.69518571428571,39.816186666666674,0.0408135006153131,0.064793178049086,29,4,2020,2,2,51.2747,53.25,49.7574,50.417429644700306,1.3359999999999985,-0.6894000000000062,2.9885706976348745
2020-04-30,52.1254,427077536,57.0127,57.988,50.9,Tesla,50.60147142857143,40.75099,-0.0232726346046463,0.0540766548474562,30,4,2020,3,2,53.3674,51.2747,45.7814,50.844422233525236,7.088000000000001,4.887300000000003,2.53074676641386
2020-05-01,46.7547,487976906,50.3334,51.518,45.536,Tesla,50.30822857142857,41.35916999999999,-0.1030342213201241,0.0663941598361273,1,5,2020,4,2,52.1254,53.3674,48.8074,49.821991675143934,5.981999999999999,3.5786999999999978,2.869526490970395
2020-05-04,50.746,288556206,46.7334,50.8,46.5334,Tesla,50.83737142857143,42.10063666666667,0.0853668187369398,0.0722794650177387,4,5,2020,0,2,46.7547,52.1254,47.042,50.05299375635796,4.266599999999997,-4.012599999999999,2.4822215619039505
2020-05-05,51.214,254874773,52.6527,53.2614,50.812,Tesla,51.24745714285714,42.84268,0.0092224017656563,0.0719971057390742,5,5,2020,1,2,50.746,46.7547,48.3434,50.34324531726847,2.4494000000000042,1.4387000000000043,2.2253579051897305
2020-05-06,52.172,166848367,51.7667,52.6534,50.7407,Tesla,51.09345714285714,43.45952333333333,0.0187058226266254,0.0604284034664086,6,5,2020,2,2,51.214,50.746,53.25,50.80043398795135,1.912700000000001,-0.4052999999999969,2.097295736464083
2020-05-07,52.0027,172915264,51.814,53.0934,51.49,Tesla,51.19745714285715,43.99461333333333,-0.0032450356513071,0.0584098244952521,7,5,2020,3,2,52.172,51.214,51.2747,51.101000490963514,1.6034000000000006,-0.1886999999999972,2.1256394346620557
2020-05-08,54.628,241951229,52.918,54.9334,52.4674,Tesla,51.37754285714286,44.64185666666666,0.0504839171812232,0.059542590690903,8,5,2020,4,2,52.0027,52.172,53.3674,51.98275036822264,2.466000000000001,-1.7100000000000009,2.3784804069385204
2020-05-11,54.086,247793876,52.7007,54.9334,52.3334,Tesla,51.657628571428575,45.3017,-0.0099216519001245,0.0586979823008609,11,5,2020,0,2,54.628,52.0027,52.1254,52.50856277616698,2.6000000000000014,-1.3853000000000009,2.5874803707559955
2020-05-12,53.9607,238603531,55.1334,56.2194,53.8667,Tesla,52.68705714285714,45.984543333333335,-0.0023166808416225,0.0347461314825829,12,5,2020,1,2,54.086,54.628,46.7547,52.87159708212524,2.3526999999999987,1.172699999999999,1.5284902767732882
2020-05-13,52.7307,285982207,54.722,55.0667,50.8867,Tesla,52.97058571428572,46.57778666666666,-0.0227943670115473,0.0237605973515714,13,5,2020,2,2,53.9607,54.086,50.746,52.83637281159393,4.18,1.9913000000000025,1.2707725910229795
2020-05-14,53.5554,205232747,52.0,53.5574,50.9334,Tesla,53.305071428571424,47.29283333333333,0.0156398454790094,0.0240398140840299,14,5,2020,3,2,52.7307,53.9607,51.214,53.016129608695444,2.6240000000000023,-1.5553999999999988,1.013445229097746
2020-05-15,53.278,157776371,52.69,53.6699,52.4368,Tesla,53.46307142857143,48.05883333333334,-0.0051796830945152,0.0237366968044128,15,5,2020,4,2,53.5554,52.7307,52.172,53.08159720652158,1.2331000000000003,-0.588000000000001,0.8854905791222866
2020-05-18,54.242,175471412,55.1854,55.648,53.592,Tesla,53.78297142857143,48.80021,0.0180937722887495,0.0241322658334423,18,5,2020,0,2,53.278,53.5554,52.0027,53.371697904891185,2.0560000000000045,0.943400000000004,0.6406057464470656
